OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_15846	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_9121	Fungi	NA	NA	NA	NA	NA	NA
OTU_9120	Fungi	NA	NA	NA	NA	NA	NA
OTU_9123	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_9122	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon detriticus
OTU_9125	Fungi	NA	NA	NA	NA	NA	NA
OTU_9124	Fungi	NA	NA	NA	NA	NA	NA
OTU_9127	Fungi	NA	NA	NA	NA	NA	NA
OTU_9126	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
OTU_14753	Fungi	NA	NA	NA	NA	NA	NA
OTU_13599	Fungi	NA	NA	NA	NA	NA	NA
OTU_12124	Fungi	NA	NA	NA	NA	NA	NA
OTU_13915	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU_14752	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_12125	Fungi	NA	NA	NA	NA	NA	NA
OTU_13913	Fungi	NA	NA	NA	NA	NA	NA
OTU_14751	Fungi	NA	NA	NA	NA	NA	NA
OTU_11349	Fungi	NA	NA	NA	NA	NA	NA
OTU_11348	Fungi	NA	NA	NA	NA	NA	NA
OTU_7879	Fungi	NA	NA	NA	NA	NA	NA
OTU_11346	Fungi	NA	NA	NA	NA	NA	NA
OTU_11345	Fungi	NA	NA	NA	NA	NA	NA
OTU_11344	Fungi	NA	NA	NA	NA	NA	NA
OTU_11343	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_11342	Fungi	NA	NA	NA	NA	NA	NA
OTU_11341	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_11340	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_5006	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
OTU_5007	Fungi	NA	NA	NA	NA	NA	NA
OTU_5004	Fungi	NA	NA	NA	NA	NA	NA
OTU_5005	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	NA
OTU_5002	Fungi	NA	NA	NA	NA	NA	NA
OTU_5003	Fungi	NA	NA	NA	NA	NA	NA
OTU_5000	Fungi	Ascomycota	Dothideomycetes	Venturiales	NA	NA	NA
OTU_5001	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
OTU_5008	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_5009	Fungi	NA	NA	NA	NA	NA	NA
OTU_14890	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU_7878	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima
OTU_15642	Fungi	NA	NA	NA	NA	NA	NA
OTU_3958	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Myceliophthora	Myceliophthora thermophila
OTU_3959	Fungi	NA	NA	NA	NA	NA	NA
OTU_3956	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU_3957	Fungi	NA	NA	NA	NA	NA	NA
OTU_3954	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU_3955	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU_3952	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU_3953	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	NA	NA
OTU_3950	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus subfirmus
OTU_3951	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU_12067	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU_9869	Fungi	NA	NA	NA	NA	NA	NA
OTU_14443	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_14442	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU_14441	Fungi	NA	NA	NA	NA	NA	NA
OTU_14440	Fungi	NA	NA	NA	NA	NA	NA
OTU_14447	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_14446	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_14445	Fungi	NA	NA	NA	NA	NA	NA
OTU_14444	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
OTU_14449	Fungi	NA	NA	NA	NA	NA	NA
OTU_14448	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU_9292	Fungi	NA	NA	NA	NA	NA	NA
OTU_1929	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_1928	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita calyptroderma
OTU_8291	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_6543	Fungi	NA	NA	NA	NA	NA	NA
OTU_1921	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
OTU_1920	Fungi	NA	NA	NA	NA	NA	NA
OTU_1923	Fungi	NA	NA	NA	NA	NA	NA
OTU_1922	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_1925	Fungi	NA	NA	NA	NA	NA	NA
OTU_1924	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	NA
OTU_1927	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	NA	NA
OTU_1926	Fungi	NA	NA	NA	NA	NA	NA
OTU_12002	Fungi	NA	NA	NA	NA	NA	NA
OTU_6541	Fungi	NA	NA	NA	NA	NA	NA
OTU_9520	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus indicum
OTU_14265	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_6546	Fungi	NA	NA	NA	NA	NA	NA
OTU_13267	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae	Gyromitra	Gyromitra esculenta
OTU_6547	Fungi	NA	NA	NA	NA	NA	NA
OTU_11567	Fungi	NA	NA	NA	NA	NA	NA
OTU_13416	Fungi	NA	NA	NA	NA	NA	NA
OTU_6544	Fungi	NA	NA	NA	NA	NA	NA
OTU_12318	Fungi	NA	NA	NA	NA	NA	NA
OTU_12295	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU_6545	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU_14119	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_13412	Fungi	NA	NA	NA	NA	NA	NA
OTU_6548	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA
OTU_14317	Fungi	NA	NA	NA	NA	NA	NA
OTU_6549	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_6069	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU_6068	Fungi	NA	NA	NA	NA	NA	NA
OTU_14316	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU_6065	Fungi	NA	NA	NA	NA	NA	NA
OTU_6064	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU_6067	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
OTU_6066	Fungi	NA	NA	NA	NA	NA	NA
OTU_6061	Fungi	NA	NA	NA	NA	NA	NA
OTU_6060	Fungi	NA	NA	NA	NA	NA	NA
OTU_6063	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_6062	Fungi	NA	NA	NA	NA	NA	NA
OTU_15068	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_14314	Fungi	NA	NA	NA	NA	NA	NA
OTU_12310	Fungi	NA	NA	NA	NA	NA	NA
OTU_15062	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU_14313	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU_15060	Fungi	NA	NA	NA	NA	NA	NA
OTU_15061	Fungi	NA	NA	NA	NA	NA	NA
OTU_15066	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU_15067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_15064	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_14312	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Phialosimplex	Phialosimplex chlamydosporus
OTU_14911	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_14910	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora nivea
OTU_10258	Fungi	NA	NA	NA	NA	NA	NA
OTU_10259	Fungi	NA	NA	NA	NA	NA	NA
OTU_10928	Fungi	NA	NA	NA	NA	NA	NA
OTU_10929	Fungi	NA	NA	NA	NA	NA	NA
OTU_14917	Fungi	NA	NA	NA	NA	NA	NA
OTU_14916	Fungi	NA	NA	NA	NA	NA	NA
OTU_10252	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_8135	Fungi	NA	NA	NA	NA	NA	NA
OTU_10250	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Ceriporia	Ceriporia reticulata
OTU_10251	Fungi	NA	NA	NA	NA	NA	NA
OTU_10256	Fungi	NA	NA	NA	NA	NA	NA
OTU_10257	Fungi	NA	NA	NA	NA	NA	NA
OTU_10254	Fungi	NA	NA	NA	NA	NA	NA
OTU_10255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU_12316	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sphaerellopsis	Sphaerellopsis filum
OTU_15150	Fungi	NA	NA	NA	NA	NA	NA
OTU_13693	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU_13692	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
OTU_13691	Fungi	NA	NA	NA	NA	NA	NA
OTU_13690	Fungi	NA	NA	NA	NA	NA	NA
OTU_13697	Fungi	NA	NA	NA	NA	NA	NA
OTU_13696	Fungi	NA	NA	NA	NA	NA	NA
OTU_13695	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU_8134	Fungi	NA	NA	NA	NA	NA	NA
OTU_13699	Fungi	NA	NA	NA	NA	NA	NA
OTU_13698	Fungi	NA	NA	NA	NA	NA	NA
OTU_10886	Fungi	NA	NA	NA	NA	NA	NA
OTU_14318	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_13635	Fungi	NA	NA	NA	NA	NA	NA
OTU_3789	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Tubulicrinis	Tubulicrinis subulatus
OTU_3788	Fungi	NA	NA	NA	NA	NA	NA
OTU_8137	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU_13326	Fungi	NA	NA	NA	NA	NA	NA
OTU_3783	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU_3782	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_3781	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_3780	Fungi	NA	NA	NA	NA	NA	NA
OTU_3787	Fungi	NA	NA	NA	NA	NA	NA
OTU_3786	Fungi	NA	NA	NA	NA	NA	NA
OTU_3785	Fungi	NA	NA	NA	NA	NA	NA
OTU_3784	Fungi	NA	NA	NA	NA	NA	NA
OTU_11844	Fungi	NA	NA	NA	NA	NA	NA
OTU_10509	Fungi	NA	NA	NA	NA	NA	NA
OTU_9882	Fungi	NA	NA	NA	NA	NA	NA
OTU_13631	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	Phanerochaete sp 
OTU_14892	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_13630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_4522	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_4523	Fungi	NA	NA	NA	NA	NA	NA
OTU_4520	Fungi	NA	NA	NA	NA	NA	NA
OTU_4521	Fungi	Ascomycota	Lecanoromycetes	Incertae_sedis	Incertae_sedis	Phacidiella	Phacidiella eucalypti
OTU_4526	Fungi	Ascomycota	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	NA
OTU_4527	Fungi	NA	NA	NA	NA	NA	NA
OTU_4524	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Cetraspora	NA
OTU_4525	Fungi	NA	NA	NA	NA	NA	NA
OTU_4838	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Xenasmataceae	Xenasma	Xenasma rimicola
OTU_4839	Fungi	NA	NA	NA	NA	NA	NA
OTU_4528	Fungi	NA	NA	NA	NA	NA	NA
OTU_4529	Fungi	NA	NA	NA	NA	NA	NA
OTU_2780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_2781	Fungi	NA	NA	NA	NA	NA	NA
OTU_2782	Fungi	NA	NA	NA	NA	NA	NA
OTU_2783	Fungi	NA	NA	NA	NA	NA	NA
OTU_69	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma danicum
OTU_68	Fungi	Rozellomycota	Incertae_sedis	Gs02	NA	NA	NA
OTU_2786	Fungi	NA	NA	NA	NA	NA	NA
OTU_2787	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	NA	NA
OTU_65	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU_64	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis brunneofibrillosa
OTU_66	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU_61	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
OTU_60	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_63	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia terricola
OTU_62	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
OTU_3431	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_3430	Fungi	NA	NA	NA	NA	NA	NA
OTU_3433	Fungi	NA	NA	NA	NA	NA	NA
OTU_3432	Fungi	NA	NA	NA	NA	NA	NA
OTU_3435	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
OTU_3434	Fungi	NA	NA	NA	NA	NA	NA
OTU_3437	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Sarocladium	Sarocladium bactrocephalum
OTU_3436	Fungi	NA	NA	NA	NA	NA	NA
OTU_3439	Fungi	NA	NA	NA	NA	NA	NA
OTU_3438	Fungi	NA	NA	NA	NA	NA	NA
OTU_10507	Fungi	NA	NA	NA	NA	NA	NA
OTU_10504	Fungi	NA	NA	NA	NA	NA	NA
OTU_10505	Fungi	NA	NA	NA	NA	NA	NA
OTU_8055	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_11966	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA
OTU_4786	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
OTU_4787	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU_4784	Fungi	NA	NA	NA	NA	NA	NA
OTU_4785	Fungi	NA	NA	NA	NA	NA	NA
OTU_4782	Fungi	NA	NA	NA	NA	NA	NA
OTU_4783	Fungi	NA	NA	NA	NA	NA	NA
OTU_4780	Fungi	NA	NA	NA	NA	NA	NA
OTU_4781	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	NA	NA	NA
OTU_4788	Fungi	NA	NA	NA	NA	NA	NA
OTU_4789	Fungi	NA	NA	NA	NA	NA	NA
OTU_12074	Fungi	NA	NA	NA	NA	NA	NA
OTU_12075	Fungi	NA	NA	NA	NA	NA	NA
OTU_12076	Fungi	NA	NA	NA	NA	NA	NA
OTU_12077	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia serialis
OTU_12070	Fungi	NA	NA	NA	NA	NA	NA
OTU_12071	Fungi	NA	NA	NA	NA	NA	NA
OTU_12072	Fungi	NA	NA	NA	NA	NA	NA
OTU_9097	Fungi	NA	NA	NA	NA	NA	NA
OTU_12078	Fungi	NA	NA	NA	NA	NA	NA
OTU_12079	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_14422	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU_11968	Fungi	NA	NA	NA	NA	NA	NA
OTU_9478	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU_9096	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	NA	NA
OTU_8132	Fungi	NA	NA	NA	NA	NA	NA
OTU_1491	Fungi	NA	NA	NA	NA	NA	NA
OTU_1490	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU_1493	Fungi	NA	NA	NA	NA	NA	NA
OTU_1492	Fungi	NA	NA	NA	NA	NA	NA
OTU_1495	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU_1494	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU_1497	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe lenticulospora
OTU_1496	Fungi	NA	NA	NA	NA	NA	NA
OTU_1499	Fungi	NA	NA	NA	NA	NA	NA
OTU_1498	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	Corynascella humicola
OTU_8239	Fungi	NA	NA	NA	NA	NA	NA
OTU_9134	Fungi	NA	NA	NA	NA	NA	NA
OTU_9091	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU_8050	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU_14009	Fungi	NA	NA	NA	NA	NA	NA
OTU_9135	Fungi	NA	NA	NA	NA	NA	NA
OTU_9374	Fungi	NA	NA	NA	NA	NA	NA
OTU_9375	Fungi	NA	NA	NA	NA	NA	NA
OTU_9376	Fungi	NA	NA	NA	NA	NA	NA
OTU_9377	Fungi	NA	NA	NA	NA	NA	NA
OTU_8051	Fungi	NA	NA	NA	NA	NA	NA
OTU_9371	Fungi	NA	NA	NA	NA	NA	NA
OTU_9372	Fungi	NA	NA	NA	NA	NA	NA
OTU_9373	Fungi	NA	NA	NA	NA	NA	NA
OTU_15463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU_9378	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria axiaeriisporifera
OTU_9379	Fungi	NA	NA	NA	NA	NA	NA
OTU_1147	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_1146	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU_1145	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU_1144	Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
OTU_1143	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_1142	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_1141	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU_1140	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU_9132	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_1149	Fungi	NA	NA	NA	NA	NA	NA
OTU_1148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU_11578	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	NA	NA
OTU_11579	Fungi	NA	NA	NA	NA	NA	NA
OTU_11570	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU_11571	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	NA
OTU_11572	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU_11573	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	NA
OTU_11574	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU_11575	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU_11576	Fungi	NA	NA	NA	NA	NA	NA
OTU_11577	Fungi	NA	NA	NA	NA	NA	NA
OTU_7546	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina robinsoniana
OTU_3899	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	Claroideoglomus claroideum
OTU_3898	Fungi	NA	NA	NA	NA	NA	NA
OTU_3897	Fungi	NA	NA	NA	NA	NA	NA
OTU_3896	Fungi	NA	NA	NA	NA	NA	NA
OTU_3895	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU_3894	Fungi	NA	NA	NA	NA	NA	NA
OTU_3893	Fungi	NA	NA	NA	NA	NA	NA
OTU_3892	Fungi	NA	NA	NA	NA	NA	NA
OTU_3891	Fungi	NA	NA	NA	NA	NA	NA
OTU_3890	Fungi	NA	NA	NA	NA	NA	NA
OTU_1002	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU_1003	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	NA
OTU_1000	Fungi	NA	NA	NA	NA	NA	NA
